SrcIP;DstIP;TCP SrcPort;TCP DstPort;UDP SrcPort; UDP DstPort;Proto;Type;Ver;Ciphersuite;List of extensions;SNI;Supported Groups;EC;ALPN;Signature Algorithms;Supported Versions;Time
47.246.2.232;192.168.3.28;443;64915;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:20.630307000 CEST
192.168.3.28;59.82.121.73;64916;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,35,16,5,13,51,45,43,21;audid-api.taobao.com;0x001d,0x0017,0x0018;0;http/1.1;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:20.737566000 CEST
192.168.3.28;47.246.2.232;64918;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:20.910328000 CEST
59.82.121.73;192.168.3.28;443;64916;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:20.913530000 CEST
47.246.2.232;192.168.3.28;443;64918;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:20.974477000 CEST
192.168.3.28;47.246.2.232;64920;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:21.209457000 CEST
47.246.2.232;192.168.3.28;443;64920;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:21.278953000 CEST
192.168.3.28;47.246.2.232;64922;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:21.507955000 CEST
192.168.3.28;104.96.145.31;64923;443;;;6;1;0x0303;0x0a0a,0x1301,0x1302,0x1303,0xc02b,0xc02f,0xc02c,0xc030,0xcca9,0xcca8,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;2570,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,17513,23130,21;assets.alicdn.com;0xbaba,0x001d,0x0017,0x0018;0;h2,http/1.1;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601;0x3a3a,0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:21.576012000 CEST
192.168.3.28;104.96.145.31;64929;443;;;6;1;0x0303;0x0a0a,0x1301,0x1302,0x1303,0xc02b,0xc02f,0xc02c,0xc030,0xcca9,0xcca8,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;6682,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,17513,35466,21;assets.alicdn.com;0xdada,0x001d,0x0017,0x0018;0;h2,http/1.1;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601;0xbaba,0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:21.576199000 CEST
192.168.3.28;104.96.145.31;64927;443;;;6;1;0x0303;0xbaba,0x1301,0x1302,0x1303,0xc02b,0xc02f,0xc02c,0xc030,0xcca9,0xcca8,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;56026,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,17513,27242,21;assets.alicdn.com;0xaaaa,0x001d,0x0017,0x0018;0;h2,http/1.1;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601;0xaaaa,0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:21.576279000 CEST
192.168.3.28;104.96.145.31;64926;443;;;6;1;0x0303;0xeaea,0x1301,0x1302,0x1303,0xc02b,0xc02f,0xc02c,0xc030,0xcca9,0xcca8,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;35466,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,17513,2570,21;assets.alicdn.com;0x4a4a,0x001d,0x0017,0x0018;0;h2,http/1.1;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601;0xdada,0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:21.576341000 CEST
192.168.3.28;104.96.145.31;64925;443;;;6;1;0x0303;0xaaaa,0x1301,0x1302,0x1303,0xc02b,0xc02f,0xc02c,0xc030,0xcca9,0xcca8,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;39578,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,17513,27242,21;assets.alicdn.com;0x2a2a,0x001d,0x0017,0x0018;0;h2,http/1.1;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601;0x3a3a,0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:21.576502000 CEST
192.168.3.28;104.96.145.31;64928;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,35,16,5,13,51,45,43,21;assets.alicdn.com;0x001d,0x0017,0x0018;0;http/1.1;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:21.576531000 CEST
192.168.3.28;104.96.145.31;64924;443;;;6;1;0x0303;0x7a7a,0x1301,0x1302,0x1303,0xc02b,0xc02f,0xc02c,0xc030,0xcca9,0xcca8,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;14906,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,17513,51914,21;assets.alicdn.com;0xfafa,0x001d,0x0017,0x0018;0;h2,http/1.1;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601;0x6a6a,0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:21.576562000 CEST
192.168.3.28;104.96.145.31;64930;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,35,16,5,13,51,45,43,21;assets.alicdn.com;0x001d,0x0017,0x0018;0;http/1.1;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:21.576592000 CEST
192.168.3.28;104.96.145.31;64931;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,35,16,5,13,51,45,43,21;assets.alicdn.com;0x001d,0x0017,0x0018;0;http/1.1;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:21.576874000 CEST
192.168.3.28;104.96.145.31;64932;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,35,16,5,13,51,45,43,21;assets.alicdn.com;0x001d,0x0017,0x0018;0;http/1.1;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:21.586621000 CEST
192.168.3.28;104.96.145.31;64933;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,35,16,5,13,51,45,43,21;assets.alicdn.com;0x001d,0x0017,0x0018;0;http/1.1;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:21.586703000 CEST
192.168.3.28;104.96.145.31;64934;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,35,16,5,13,51,45,43,21;assets.alicdn.com;0x001d,0x0017,0x0018;0;http/1.1;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:21.586714000 CEST
47.246.2.232;192.168.3.28;443;64922;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:21.587420000 CEST
192.168.3.28;104.96.145.31;64935;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,35,16,5,13,51,45,43,21;assets.alicdn.com;0x001d,0x0017,0x0018;0;http/1.1;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:21.588236000 CEST
104.96.145.31;192.168.3.28;443;64923;;;6;2;0x0303;0xc02c;65281,0,11,35,5,16;;;0,1,2;h2;;;Jul 20, 2024 18:13:21.624401000 CEST
104.96.145.31;192.168.3.28;443;64929;;;6;2;0x0303;0xc02c;65281,0,11,35,5,16;;;0,1,2;h2;;;Jul 20, 2024 18:13:21.633422000 CEST
104.96.145.31;192.168.3.28;443;64927;;;6;2;0x0303;0xc02c;65281,0,11,35,5,16;;;0,1,2;h2;;;Jul 20, 2024 18:13:21.641310000 CEST
104.96.145.31;192.168.3.28;443;64926;;;6;2;0x0303;0xc02c;65281,0,11,35,5,16;;;0,1,2;h2;;;Jul 20, 2024 18:13:21.641311000 CEST
104.96.145.31;192.168.3.28;443;64925;;;6;2;0x0303;0xc02c;65281,0,11,35,5,16;;;0,1,2;h2;;;Jul 20, 2024 18:13:21.655222000 CEST
104.96.145.31;192.168.3.28;443;64928;;;6;2;0x0303;0xc02c;65281,0,11,35,5,16;;;0,1,2;http/1.1;;;Jul 20, 2024 18:13:21.656131000 CEST
104.96.145.31;192.168.3.28;443;64924;;;6;2;0x0303;0xc02c;65281,0,11,35,5,16;;;0,1,2;h2;;;Jul 20, 2024 18:13:21.661016000 CEST
104.96.145.31;192.168.3.28;443;64930;;;6;2;0x0303;0xc02c;65281,0,11,35,5,16;;;0,1,2;http/1.1;;;Jul 20, 2024 18:13:21.661017000 CEST
104.96.145.31;192.168.3.28;443;64931;;;6;2;0x0303;0xc02c;65281,0,11,35,5,16;;;0,1,2;http/1.1;;;Jul 20, 2024 18:13:21.661019000 CEST
104.96.145.31;192.168.3.28;443;64933;;;6;2;0x0303;0xc02c;65281,0,11,35,5,16;;;0,1,2;http/1.1;;;Jul 20, 2024 18:13:21.661020000 CEST
104.96.145.31;192.168.3.28;443;64932;;;6;2;0x0303;0xc02c;65281,0,11,35,5,16;;;0,1,2;http/1.1;;;Jul 20, 2024 18:13:21.662140000 CEST
104.96.145.31;192.168.3.28;443;64934;;;6;2;0x0303;0xc02c;65281,0,11,35,5,16;;;0,1,2;http/1.1;;;Jul 20, 2024 18:13:21.666038000 CEST
104.96.145.31;192.168.3.28;443;64935;;;6;2;0x0303;0xc02c;65281,0,11,35,5,16;;;0,1,2;http/1.1;;;Jul 20, 2024 18:13:21.667693000 CEST
192.168.3.28;47.246.2.232;64937;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:21.860411000 CEST
47.246.2.232;192.168.3.28;443;64937;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:21.935697000 CEST
192.168.3.28;163.181.130.185;64939;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;ae01.alicdn.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:21.968859000 CEST
163.181.130.185;192.168.3.28;443;64939;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:22.001623000 CEST
192.168.3.28;47.246.2.232;64943;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:22.158122000 CEST
47.246.2.232;192.168.3.28;443;64943;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:22.220685000 CEST
192.168.3.28;123.183.232.65;64945;443;;;6;1;0x0303;0x4a4a,0x1301,0x1302,0x1303,0xc02b,0xc02f,0xc02c,0xc030,0xcca9,0xcca8,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;35466,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,17513,51914,21;bdc.alibabachengdun.com;0xfafa,0x001d,0x0017,0x0018;0;h2,http/1.1;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601;0x2a2a,0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:22.295948000 CEST
192.168.3.28;123.183.232.34;64944;443;;;6;1;0x0303;0xaaaa,0x1301,0x1302,0x1303,0xc02b,0xc02f,0xc02c,0xc030,0xcca9,0xcca8,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;23130,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,17513,14906,21;fourier.taobao.com;0xfafa,0x001d,0x0017,0x0018;0;h2,http/1.1;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601;0xeaea,0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:22.295977000 CEST
192.168.3.28;47.246.110.44;64942;443;;;6;1;0x0303;0x2a2a,0x1301,0x1302,0x1303,0xc02b,0xc02f,0xc02c,0xc030,0xcca9,0xcca8,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;64250,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,17513,60138,21;ae.mmstat.com;0x4a4a,0x001d,0x0017,0x0018;0;h2,http/1.1;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601;0xaaaa,0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:22.319425000 CEST
192.168.3.28;47.246.110.44;64941;443;;;6;1;0x0303;0xbaba,0x1301,0x1302,0x1303,0xc02b,0xc02f,0xc02c,0xc030,0xcca9,0xcca8,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;10794,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,17513,60138,21;ae.mmstat.com;0xcaca,0x001d,0x0017,0x0018;0;h2,http/1.1;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601;0xdada,0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:22.334779000 CEST
192.168.3.28;23.236.112.179;64947;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,35,16,5,13,51,45,43,21;gcp-img.slatic.net;0x001d,0x0017,0x0018;0;h2,http/1.1;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303;Jul 20, 2024 18:13:22.345392000 CEST
23.236.112.179;192.168.3.28;443;64947;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:22.383328000 CEST
192.168.3.28;47.246.2.232;64949;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:22.458336000 CEST
123.183.232.65;192.168.3.28;443;64945;;;6;2;0x0303;0xc02f;65281,0,11,35,16,23;;;0,1,2;http/1.1;;;Jul 20, 2024 18:13:22.497196000 CEST
123.183.232.34;192.168.3.28;443;64944;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:22.501325000 CEST
47.246.2.232;192.168.3.28;443;64949;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:22.520350000 CEST
192.168.3.28;47.246.110.44;64946;443;;;6;1;0x0303;0xfafa,0x1301,0x1302,0x1303,0xc02b,0xc02f,0xc02c,0xc030,0xcca9,0xcca8,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;60138,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,17513,47802,21;ae.mmstat.com;0x3a3a,0x001d,0x0017,0x0018;0;h2,http/1.1;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601;0xeaea,0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:22.553873000 CEST
192.168.3.28;163.181.130.185;64954;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,35,16,5,13,51,45,43,21;g.alicdn.com;0x001d,0x0017,0x0018;0;h2,http/1.1;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303;Jul 20, 2024 18:13:22.597480000 CEST
192.168.3.28;163.181.130.185;64951;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,35,16,5,13,51,45,43,21;g.alicdn.com;0x001d,0x0017,0x0018;0;h2,http/1.1;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303;Jul 20, 2024 18:13:22.598140000 CEST
192.168.3.28;163.181.130.185;64953;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,35,16,5,13,51,45,43,21;g.alicdn.com;0x001d,0x0017,0x0018;0;h2,http/1.1;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303;Jul 20, 2024 18:13:22.598197000 CEST
192.168.3.28;163.181.130.185;64952;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,35,16,5,13,51,45,43,21;g.alicdn.com;0x001d,0x0017,0x0018;0;h2,http/1.1;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303;Jul 20, 2024 18:13:22.599301000 CEST
47.246.110.44;192.168.3.28;443;64942;;;6;2;0x0303;0xc02f;0,65281,11,35,16;;;0,1,2;h2;;;Jul 20, 2024 18:13:22.609041000 CEST
163.181.130.185;192.168.3.28;443;64951;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:22.625301000 CEST
163.181.130.185;192.168.3.28;443;64954;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:22.625303000 CEST
163.181.130.185;192.168.3.28;443;64953;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:22.625305000 CEST
163.181.130.185;192.168.3.28;443;64952;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:22.626962000 CEST
192.168.3.28;163.181.130.185;64955;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,35,16,5,13,51,45,43,21;g.alicdn.com;0x001d,0x0017,0x0018;0;h2,http/1.1;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303;Jul 20, 2024 18:13:22.628639000 CEST
47.246.110.44;192.168.3.28;443;64941;;;6;2;0x0303;0xc02f;0,65281,11,35,16;;;0,1,2;h2;;;Jul 20, 2024 18:13:22.645427000 CEST
163.181.130.185;192.168.3.28;443;64955;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:22.655078000 CEST
192.168.3.28;47.246.2.232;64959;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:22.721088000 CEST
47.246.2.232;192.168.3.28;443;64959;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:22.787960000 CEST
192.168.3.28;47.246.146.66;64962;443;;;6;1;0x0303;0x2a2a,0x1301,0x1302,0x1303,0xc02b,0xc02f,0xc02c,0xc030,0xcca9,0xcca8,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;47802,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,17513,14906,21;fourier.aliexpress.com;0x6a6a,0x001d,0x0017,0x0018;0;h2,http/1.1;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601;0x7a7a,0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:22.818082000 CEST
192.168.3.28;163.181.130.185;64963;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;ae01.alicdn.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:22.851345000 CEST
47.246.146.66;192.168.3.28;443;64962;;;6;2;0x0303;0xc02b;65281,0,11,35,16,23;;;0,1,2;h2;;;Jul 20, 2024 18:13:22.851387000 CEST
47.246.110.44;192.168.3.28;443;64946;;;6;2;0x0303;0xc02f;0,65281,11,35,16;;;0,1,2;h2;;;Jul 20, 2024 18:13:22.854927000 CEST
163.181.130.185;192.168.3.28;443;64963;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:22.877409000 CEST
192.168.3.28;47.246.2.232;64967;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:23.055738000 CEST
192.168.3.28;104.96.145.31;64969;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,35,16,5,13,51,45,43,21;assets.alicdn.com;0x001d,0x0017,0x0018;0;h2,http/1.1;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303;Jul 20, 2024 18:13:23.056450000 CEST
192.168.3.28;104.96.145.31;64968;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,35,16,5,13,51,45,43,21;assets.alicdn.com;0x001d,0x0017,0x0018;0;h2,http/1.1;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303;Jul 20, 2024 18:13:23.057115000 CEST
