SrcIP;DstIP;SrcPort;DstPort;SNI;OrgName;JA3hash;JA4 hash;AppName;Type;JA3S hash;JA4S hash;Filename;Version
192.168.3.28;47.246.2.232;64920;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;64922;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;64937;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;64943;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;64949;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;64959;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;64966;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;64967;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;64975;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;64976;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;64980;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;64981;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;64988;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;64989;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;64993;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;64994;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;64997;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;64998;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;65001;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;65002;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;65005;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;65006;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;65009;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;65012;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;65014;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;65016;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;65018;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;65020;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;65022;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;65024;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;65026;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;65029;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;65031;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;65033;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;65035;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;65037;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;65039;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;65043;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;65045;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;65048;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;65049;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;65051;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;65053;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;65055;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;65057;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;65060;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;65062;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;65064;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;65066;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;65068;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;65070;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;65072;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;65074;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;65076;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;65078;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;65081;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0
192.168.3.28;47.246.2.232;65083;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;65085;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;65087;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;65089;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;65091;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0
192.168.3.28;47.246.2.232;65093;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;65095;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;65098;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;65100;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0
192.168.3.28;47.246.2.232;65103;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;65106;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;65108;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;65110;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;65112;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;65114;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;65116;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.2.232;65118;443;global-orange-source.alibaba.com;AL-3, AL-3;9c815150ea821166faecf80757d8826a;t13d171100_5b57614c22b0_3f5d972527c0;aliexpress;0
192.168.3.28;47.246.44.249;64982;443;at.alicdn.com;Alibaba Cloud LLC, AL-3;cd08e31494f9531f560d64c695473da9;t13d1516h2_8daaf6152771_e5627efa2ab1;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.44.249;64983;443;at.alicdn.com;Alibaba Cloud LLC, AL-3;cd08e31494f9531f560d64c695473da9;t13d1516h2_8daaf6152771_e5627efa2ab1;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.246.64.77;64860;443;acs.m.taobao.com;Alibaba Cloud LLC, AL-3;9b02ebd3a43b62d825e1ac605b621dc8;t13d1713h1_5b57614c22b0_eca864cca44a;aliexpress;0;afbc203706421f15554867b55caf16d6;t1205h1_c02b_12a20535f9be;tests/apps3/aliexpress_01-11-extracted.csv;0
192.168.3.28;47.93.95.208;64864;443;cloud-config-service.rtc.aliyuncs.com;ABUSE CNNICCN, ALISOFT (CN);c8afd6d3e4f485800efaa5e088aa689c;t13d3112h2_e8f1e7e78f70_897c2a8904d2;aliexpress;0
192.168.3.28;59.82.121.73;64916;443;audid-api.taobao.com;ABUSE CNNICCN, ALIBABA-CN-NET (CN);9b02ebd3a43b62d825e1ac605b621dc8;t13d1713h1_5b57614c22b0_eca864cca44a;aliexpress;0;15af977ce25de452b96affa2addb1036;t130200_1302_a56c5b993250;tests/apps3/aliexpress_01-11-extracted.csv;0
